Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
0.0,Mon May 28 02:08:19 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,27,CBS
0.6239,Wed May 23 23:07:38 +0000 2018,0.0,0.797,0.203,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,28,CBS
0.5859,Wed May 23 19:02:43 +0000 2018,0.0,0.826,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",29,CBS
0.1139,Tue May 22 23:19:40 +0000 2018,0.0,0.917,0.083,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,30,CBS
0.0,Tue May 22 20:02:22 +0000 2018,0.0,1.0,0.0,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",31,CBS
0.0,Mon May 21 23:00:01 +0000 2018,0.0,1.0,0.0,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,32,CBS
0.3382,Sun May 20 20:00:00 +0000 2018,0.061,0.808,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,33,CBS
0.1867,Sun May 20 17:00:01 +0000 2018,0.0,0.92,0.08,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,34,CBS
0.4199,Sat May 19 08:00:01 +0000 2018,0.0,0.715,0.285,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,35,CBS
0.0,Fri May 18 21:00:01 +0000 2018,0.0,1.0,0.0,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,36,CBS
0.3595,Fri May 18 14:00:03 +0000 2018,0.0,0.849,0.151,"The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",37,CBS
0.7177,Thu May 17 23:44:27 +0000 2018,0.0,0.739,0.261,When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,38,CBS
0.1867,Thu May 17 21:19:59 +0000 2018,0.0,0.907,0.093,Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,39,CBS
0.0,Thu May 17 19:12:51 +0000 2018,0.0,1.0,0.0,"Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",40,CBS
0.5562,Thu May 17 13:00:00 +0000 2018,0.0,0.854,0.146,How many shows can you binge in a month? Find out with a 1 month free trial of CBS All Access! Use code STREAMITALL… https://t.co/yccQppCaxC,41,CBS
0.75,Thu May 17 00:00:00 +0000 2018,0.0,0.758,0.242,"Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which… https://t.co/f9PSQfpHL7",42,CBS
0.5574,Wed May 16 22:56:24 +0000 2018,0.0,0.841,0.159,What happens when the friendliest guy in the Midwest moves his family next door to a not-so-friendly new LA neighbo… https://t.co/KtEoNE3deL,43,CBS
0.3802,Wed May 16 22:56:24 +0000 2018,0.0,0.89,0.11,"When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",44,CBS
0.34,Wed May 16 22:56:23 +0000 2018,0.0,0.888,0.112,"When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",45,CBS
0.5859,Wed May 16 22:56:23 +0000 2018,0.0,0.826,0.174,The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,46,CBS
0.8398,Wed May 16 22:56:23 +0000 2018,0.0,0.6,0.4,An outspoken atheist's life takes a surprising turn when he accepts a social media friend request from God! Watch w… https://t.co/EbVbL0SNDk,47,CBS
-0.4588,Wed May 16 22:56:23 +0000 2018,0.26,0.577,0.163,"When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",48,CBS
0.0,Wed May 16 22:56:22 +0000 2018,0.0,1.0,0.0,Meet the new shows coming to CBS this fall!,49,CBS
0.7777,Wed May 16 21:46:07 +0000 2018,0.0,0.772,0.228,So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,50,CBS
0.296,Wed May 16 18:05:27 +0000 2018,0.0,0.905,0.095,"Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",51,CBS
0.6369,Wed May 16 13:52:57 +0000 2018,0.0,0.766,0.234,"Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",52,CBS
0.46,Wed May 16 13:24:14 +0000 2018,0.0,0.857,0.143,"RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",53,CBS
0.8122,Wed May 16 13:23:26 +0000 2018,0.0,0.67,0.33,"RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",54,CBS
-0.2057,Tue May 15 20:16:38 +0000 2018,0.109,0.821,0.07,Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,55,CBS
0.4199,Mon May 14 20:59:11 +0000 2018,0.0,0.859,0.141,"Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",56,CBS
0.0,Mon May 14 18:17:23 +0000 2018,0.0,1.0,0.0,"RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",57,CBS
0.4939,Mon May 14 18:16:12 +0000 2018,0.0,0.856,0.144,"RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",58,CBS
-0.3612,Mon May 14 18:15:36 +0000 2018,0.122,0.878,0.0,RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,59,CBS
0.6476,Mon May 14 18:15:08 +0000 2018,0.082,0.674,0.243,"RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",60,CBS
0.9081,Mon May 14 18:14:46 +0000 2018,0.0,0.592,0.408,"RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",61,CBS
-0.762,Mon May 14 18:14:22 +0000 2018,0.303,0.586,0.111,RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,62,CBS
0.3612,Mon May 14 18:13:58 +0000 2018,0.0,0.8,0.2,RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,63,CBS
-0.34,Mon May 14 14:42:00 +0000 2018,0.264,0.604,0.132,RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,64,CBS
0.7351,Sun May 13 13:16:14 +0000 2018,0.0,0.733,0.267,"Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",65,CBS
0.7245,Fri May 11 23:00:40 +0000 2018,0.0,0.748,0.252,The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,66,CBS
0.128,Fri May 11 20:55:08 +0000 2018,0.09,0.791,0.119,Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,67,CBS
0.7263,Thu May 10 23:11:17 +0000 2018,0.0,0.747,0.253,"Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",68,CBS
-0.0772,Thu May 10 19:24:10 +0000 2018,0.085,0.847,0.069,"2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",69,CBS
0.6588,Thu May 10 18:03:26 +0000 2018,0.0,0.722,0.278,Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,70,CBS
0.3182,Thu May 10 15:30:40 +0000 2018,0.0,0.905,0.095,"The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",71,CBS
0.8176,Wed May 09 21:35:00 +0000 2018,0.0,0.667,0.333,"Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",72,CBS
0.8395,Wed May 09 19:36:24 +0000 2018,0.0,0.609,0.391,Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,73,CBS
-0.4599,Tue May 08 22:26:55 +0000 2018,0.2,0.8,0.0,"Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",74,CBS
0.4574,Tue May 08 19:55:32 +0000 2018,0.0,0.85,0.15,Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,75,CBS
0.6597,Tue May 08 17:18:20 +0000 2018,0.075,0.683,0.242,RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,76,CBS
0.0,Mon May 07 17:50:20 +0000 2018,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",77,CBS
0.5093,Fri May 04 21:00:00 +0000 2018,0.0,0.87,0.13,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,78,CBS
0.6996,Fri May 04 18:42:12 +0000 2018,0.0,0.775,0.225,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,79,CBS
0.5562,Fri May 04 14:48:42 +0000 2018,0.0,0.736,0.264,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,80,CBS
0.0,Wed May 02 19:04:01 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,81,CBS
0.0,Tue May 01 23:10:50 +0000 2018,0.0,1.0,0.0,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,82,CBS
0.0,Tue May 01 17:58:51 +0000 2018,0.0,1.0,0.0,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",83,CBS
0.8268,Tue May 01 15:16:28 +0000 2018,0.0,0.701,0.299,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",84,CBS
0.8777,Mon Apr 30 22:54:18 +0000 2018,0.0,0.627,0.373,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,85,CBS
0.0,Mon Apr 30 13:28:01 +0000 2018,0.0,1.0,0.0,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,86,CBS
0.3818,Mon Apr 30 02:22:08 +0000 2018,0.0,0.86,0.14,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,87,CBS
0.8356,Sun Apr 29 15:30:00 +0000 2018,0.0,0.67,0.33,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,88,CBS
0.0,Thu Apr 26 23:40:24 +0000 2018,0.0,1.0,0.0,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,89,CBS
0.75,Wed Apr 25 21:48:49 +0000 2018,0.0,0.687,0.313,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",90,CBS
0.5719,Wed Apr 25 18:09:50 +0000 2018,0.0,0.837,0.163,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,91,CBS
0.6239,Wed Apr 25 16:55:33 +0000 2018,0.0,0.779,0.221,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",92,CBS
0.6696,Mon Apr 23 21:03:22 +0000 2018,0.0,0.776,0.224,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,93,CBS
0.4019,Sun Apr 22 16:00:03 +0000 2018,0.0,0.863,0.137,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",94,CBS
-0.4019,Fri Apr 20 22:00:01 +0000 2018,0.105,0.895,0.0,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,95,CBS
0.0,Fri Apr 20 17:34:37 +0000 2018,0.0,1.0,0.0,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,96,CBS
0.0,Thu Apr 19 20:00:00 +0000 2018,0.0,1.0,0.0,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,97,CBS
0.4877,Thu Apr 19 19:00:02 +0000 2018,0.0,0.826,0.174,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",98,CBS
0.4939,Thu Apr 19 17:08:44 +0000 2018,0.0,0.868,0.132,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",99,CBS
0.4199,Wed Apr 18 21:00:01 +0000 2018,0.0,0.872,0.128,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,100,CBS
-0.1531,Mon Jun 04 21:06:05 +0000 2018,0.11,0.89,0.0,"The Koch brothers' conservative political network is launching an aggressive ""multi-year, multimillion-dollar"" camp… https://t.co/bBYUEmqR0d",1,CNN
0.3818,Mon Jun 04 21:00:24 +0000 2018,0.0,0.86,0.14,"Mylan CEO Heather Bresch says the EpiPen controversy was a ""defining moment"" and made her a stronger leader.… https://t.co/YsAoNRpOPM",2,CNN
-0.5267,Mon Jun 04 20:56:37 +0000 2018,0.289,0.588,0.123,Trump's executive privilege argument is a loser | By Andrew Wright and Norman Eisen via @CNNOpinion… https://t.co/rCyswkhEDi,3,CNN
0.0,Mon Jun 04 20:47:57 +0000 2018,0.0,1.0,0.0,Howard Schultz will step down later this month as executive chairman of Starbucks — and says he may consider runnin… https://t.co/KDtL7lETy7,4,CNN
0.4767,Mon Jun 04 20:29:42 +0000 2018,0.0,0.846,0.154,"JUST IN: Howard Schultz is stepping down as Starbucks executive chairman effective June 26, the company says… https://t.co/jLfzSTOiIY",5,CNN
-0.0191,Mon Jun 04 20:25:28 +0000 2018,0.076,0.924,0.0,Ronald Reagan's daughter says her father wouldn't have backed President Donald Trump https://t.co/3rLLflygm8 https://t.co/rd2dtGKgsV,6,CNN
-0.5574,Mon Jun 04 20:18:27 +0000 2018,0.235,0.765,0.0,White House press secretary Sarah Sanders repeatedly refused to account for the discrepancy between contradictory s… https://t.co/R8zcHsXBHh,7,CNN
0.0,Mon Jun 04 20:16:47 +0000 2018,0.0,1.0,0.0,Patti Blagojevich is an absolute expert in how to make Donald Trump do what she wants | Analysis by @CillizzaCNN… https://t.co/bgJekD5sM0,8,CNN
-0.7845,Mon Jun 04 20:07:45 +0000 2018,0.257,0.743,0.0,"RT @CNNnewsroom: Britt Harris, whose husband was killed in Afghanistan before their daughter was born, explains why she did a photo shoot w…",9,CNN
-0.3182,Mon Jun 04 20:07:33 +0000 2018,0.099,0.901,0.0,"When Toys ""R"" Us announced it would shut all of its US locations, employees were shocked to learn that they wouldn'… https://t.co/uP0UklBXRx",10,CNN
-0.1174,Mon Jun 04 19:57:18 +0000 2018,0.113,0.798,0.09,Top Senate Democrats cautioned President Trump that they would not support lifting sanctions against North Korea un… https://t.co/wxFIM9abu0,11,CNN
-0.4404,Mon Jun 04 19:50:01 +0000 2018,0.132,0.868,0.0,Secretary of State Mike Pompeo called on the Organization of American States to expel Venezuela and squeeze the cou… https://t.co/cxhwPqXr1v,12,CNN
0.7506,Mon Jun 04 19:46:05 +0000 2018,0.0,0.701,0.299,"Fourth-grader Adam Kornowski wowed the crowd with a performance of John Lennon's ""Imagine"" during a school talent s… https://t.co/NOAeuuw7TF",13,CNN
0.0397,Mon Jun 04 19:36:17 +0000 2018,0.092,0.809,0.098,"RT @CNNnewsroom: ""If the President thought there was nothing wrong with his staff meeting with the Russians to get dirt on Hillary Clinton…",14,CNN
-0.2023,Mon Jun 04 19:35:41 +0000 2018,0.079,0.921,0.0,The bodies of three women were found at the home of a Massachusetts man who has been charged in two separate kidnap… https://t.co/YKSidIVlXb,15,CNN
0.0,Mon Jun 04 19:32:10 +0000 2018,0.0,1.0,0.0,Senate Majority Leader Mitch McConnell has a long list of things to do this summer https://t.co/0t0VLl2CeY https://t.co/znKqkGxdwA,16,CNN
0.3182,Mon Jun 04 19:30:55 +0000 2018,0.0,0.881,0.119,The Pentagon's Office of Inspector General has opened an investigation into allegations related to Rear Admiral Ron… https://t.co/ItNxL5JPsd,17,CNN
0.872,Mon Jun 04 19:20:07 +0000 2018,0.0,0.595,0.405,Supreme Court Justice Anthony Kennedy tried to make clear that he was not retreating from his landmark 2015 decisio… https://t.co/jcdGqWCbMb,18,CNN
-0.296,Mon Jun 04 19:10:24 +0000 2018,0.099,0.901,0.0,"RT @CNNPolitics: Reporter: “Does the President believe he is above the law?”

Sanders: “Certainly no one is above the law” https://t.co/ZNF…",19,CNN
0.0,Mon Jun 04 19:07:52 +0000 2018,0.0,1.0,0.0,"RT @CuomoPrimeTime: President Trump's lawyer, Rudy Giuliani, joins @ChrisCuomo for the premiere of #CuomoPrimeTime 

Watch tonight at 9p ET…",20,CNN
-0.1531,Mon Jun 04 21:06:05 +0000 2018,0.11,0.89,0.0,"The Koch brothers' conservative political network is launching an aggressive ""multi-year, multimillion-dollar"" camp… https://t.co/bBYUEmqR0d",21,CNN
0.3818,Mon Jun 04 21:00:24 +0000 2018,0.0,0.86,0.14,"Mylan CEO Heather Bresch says the EpiPen controversy was a ""defining moment"" and made her a stronger leader.… https://t.co/YsAoNRpOPM",22,CNN
-0.5267,Mon Jun 04 20:56:37 +0000 2018,0.289,0.588,0.123,Trump's executive privilege argument is a loser | By Andrew Wright and Norman Eisen via @CNNOpinion… https://t.co/rCyswkhEDi,23,CNN
0.0,Mon Jun 04 20:47:57 +0000 2018,0.0,1.0,0.0,Howard Schultz will step down later this month as executive chairman of Starbucks — and says he may consider runnin… https://t.co/KDtL7lETy7,24,CNN
0.4767,Mon Jun 04 20:29:42 +0000 2018,0.0,0.846,0.154,"JUST IN: Howard Schultz is stepping down as Starbucks executive chairman effective June 26, the company says… https://t.co/jLfzSTOiIY",25,CNN
-0.0191,Mon Jun 04 20:25:28 +0000 2018,0.076,0.924,0.0,Ronald Reagan's daughter says her father wouldn't have backed President Donald Trump https://t.co/3rLLflygm8 https://t.co/rd2dtGKgsV,26,CNN
-0.5574,Mon Jun 04 20:18:27 +0000 2018,0.235,0.765,0.0,White House press secretary Sarah Sanders repeatedly refused to account for the discrepancy between contradictory s… https://t.co/R8zcHsXBHh,27,CNN
0.0,Mon Jun 04 20:16:47 +0000 2018,0.0,1.0,0.0,Patti Blagojevich is an absolute expert in how to make Donald Trump do what she wants | Analysis by @CillizzaCNN… https://t.co/bgJekD5sM0,28,CNN
-0.7845,Mon Jun 04 20:07:45 +0000 2018,0.257,0.743,0.0,"RT @CNNnewsroom: Britt Harris, whose husband was killed in Afghanistan before their daughter was born, explains why she did a photo shoot w…",29,CNN
-0.3182,Mon Jun 04 20:07:33 +0000 2018,0.099,0.901,0.0,"When Toys ""R"" Us announced it would shut all of its US locations, employees were shocked to learn that they wouldn'… https://t.co/uP0UklBXRx",30,CNN
-0.1174,Mon Jun 04 19:57:18 +0000 2018,0.113,0.798,0.09,Top Senate Democrats cautioned President Trump that they would not support lifting sanctions against North Korea un… https://t.co/wxFIM9abu0,31,CNN
-0.4404,Mon Jun 04 19:50:01 +0000 2018,0.132,0.868,0.0,Secretary of State Mike Pompeo called on the Organization of American States to expel Venezuela and squeeze the cou… https://t.co/cxhwPqXr1v,32,CNN
0.7506,Mon Jun 04 19:46:05 +0000 2018,0.0,0.701,0.299,"Fourth-grader Adam Kornowski wowed the crowd with a performance of John Lennon's ""Imagine"" during a school talent s… https://t.co/NOAeuuw7TF",33,CNN
0.0397,Mon Jun 04 19:36:17 +0000 2018,0.092,0.809,0.098,"RT @CNNnewsroom: ""If the President thought there was nothing wrong with his staff meeting with the Russians to get dirt on Hillary Clinton…",34,CNN
-0.2023,Mon Jun 04 19:35:41 +0000 2018,0.079,0.921,0.0,The bodies of three women were found at the home of a Massachusetts man who has been charged in two separate kidnap… https://t.co/YKSidIVlXb,35,CNN
0.0,Mon Jun 04 19:32:10 +0000 2018,0.0,1.0,0.0,Senate Majority Leader Mitch McConnell has a long list of things to do this summer https://t.co/0t0VLl2CeY https://t.co/znKqkGxdwA,36,CNN
0.3182,Mon Jun 04 19:30:55 +0000 2018,0.0,0.881,0.119,The Pentagon's Office of Inspector General has opened an investigation into allegations related to Rear Admiral Ron… https://t.co/ItNxL5JPsd,37,CNN
0.872,Mon Jun 04 19:20:07 +0000 2018,0.0,0.595,0.405,Supreme Court Justice Anthony Kennedy tried to make clear that he was not retreating from his landmark 2015 decisio… https://t.co/jcdGqWCbMb,38,CNN
-0.296,Mon Jun 04 19:10:24 +0000 2018,0.099,0.901,0.0,"RT @CNNPolitics: Reporter: “Does the President believe he is above the law?”

Sanders: “Certainly no one is above the law” https://t.co/ZNF…",39,CNN
0.0,Mon Jun 04 19:07:52 +0000 2018,0.0,1.0,0.0,"RT @CuomoPrimeTime: President Trump's lawyer, Rudy Giuliani, joins @ChrisCuomo for the premiere of #CuomoPrimeTime 

Watch tonight at 9p ET…",40,CNN
0.0,Mon Jun 04 19:02:07 +0000 2018,0.0,1.0,0.0,"Reporter: ""Does the President believe that he is above the law?""

White House press secretary Sarah Sanders: ""Certa… https://t.co/UF17zwbJkC",41,CNN
0.7351,Mon Jun 04 19:00:17 +0000 2018,0.089,0.61,0.301,The Supreme Court hands a win to the Colorado baker who refused to design a cake for a same-sex wedding… https://t.co/840U3IB7wW,42,CNN
-0.4767,Mon Jun 04 18:54:55 +0000 2018,0.147,0.853,0.0,White House press secretary Sarah Sanders: “The President hasn’t done anything wrong and wouldn’t have any need for… https://t.co/aDUDMVJ2If,43,CNN
-0.5574,Mon Jun 04 18:50:06 +0000 2018,0.153,0.847,0.0,A short-fin male pilot whale has died in Southern Thailand after ingesting more than 17 lbs of plastic bags and pac… https://t.co/LSDoABxqL1,44,CNN
0.0,Mon Jun 04 18:45:26 +0000 2018,0.0,1.0,0.0,"The White House is holding a press briefing. Watch CNN: https://t.co/AXQKbzoDhs 

Watch on Facebook:… https://t.co/MPGrQrRcNC",45,CNN
-0.2263,Mon Jun 04 18:40:06 +0000 2018,0.139,0.757,0.104,A US government fund that helps coal miners sickened with black lung disease is beset by billions of dollars in deb… https://t.co/n3Q22VpNii,46,CNN
-0.5994,Mon Jun 04 18:30:11 +0000 2018,0.224,0.776,0.0,The US government is warning insurance companies to be on the lookout for suspicious prescriptions of a drug being… https://t.co/XvHBI3C8Zr,47,CNN
-0.4404,Mon Jun 04 18:20:06 +0000 2018,0.187,0.813,0.0,Parkland students are planning to tour the nation to register voters and demand change on gun control legislation… https://t.co/OFCP5IYWEt,48,CNN
0.0,Mon Jun 04 18:10:06 +0000 2018,0.0,1.0,0.0,Facebook is facing renewed regulatory scrutiny around the world in the wake of new allegations over how it handles… https://t.co/aAzuY6M9OS,49,CNN
0.6249,Mon Jun 04 18:00:35 +0000 2018,0.0,0.779,0.221,"""If I were President of the United States and I had a lawyer that told me I could pardon myself, I think I would hi… https://t.co/FAnlyDbRB9",50,CNN
0.0,Mon Jun 04 18:00:01 +0000 2018,0.0,1.0,0.0,"With just over a week to go until the Trump-Kim summit in Singapore, @willripleyCNN explains why this small city-st… https://t.co/5K9aFNgelq",51,CNN
0.0,Mon Jun 04 17:50:05 +0000 2018,0.0,1.0,0.0,Here's why Guatemala's volcanic eruption is so much deadlier than Hawaii's https://t.co/mzY1Cd82Ci https://t.co/M2utyYTRel,52,CNN
-0.4767,Mon Jun 04 17:45:00 +0000 2018,0.171,0.829,0.0,How Uber moved into New York City and defeated the formidable yellow cab industry https://t.co/3qOAxwMlAf https://t.co/9EmOxq0uwQ,53,CNN
-0.4019,Mon Jun 04 17:40:05 +0000 2018,0.213,0.787,0.0,Democrats still have a Bill Clinton problem | Analysis by @zbyronwolf https://t.co/5ePVTWx4Z9 https://t.co/sTf99f6NUh,54,CNN
-0.1779,Mon Jun 04 17:30:07 +0000 2018,0.098,0.837,0.065,Former President George H.W. Bush has been discharged from a Maine hospital after being admitted due to low blood p… https://t.co/a34kghR3g6,55,CNN
0.0,Mon Jun 04 17:21:00 +0000 2018,0.0,1.0,0.0,"Here's a reason to visit Sydney during the winter: ""Vivid Sydney,"" a spectacular 90-installation light show, music… https://t.co/5INtoFdP25",56,CNN
0.0,Mon Jun 04 17:13:06 +0000 2018,0.0,1.0,0.0,"Jesse Duplantis says he's not asking followers to buy him a $54 million private jet. He just wants them to ""believe… https://t.co/yWwx2Uun8O",57,CNN
0.0,Mon Jun 04 17:06:25 +0000 2018,0.0,1.0,0.0,"""That's not what the American people, I think, would be able to stand for."" Former US attorney Preet Bharara says i… https://t.co/B8xwZlw8UM",58,CNN
0.0,Mon Jun 04 16:58:47 +0000 2018,0.0,1.0,0.0,The White House just got caught in a lie about the infamous Trump Tower meeting | Analysis by @CillizzaCNN… https://t.co/t4VILlRcS2,59,CNN
